,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,
1.70_352.0879m/z,,352.0879054,1,1.6958,0.097266667,1,7.95E-05,0.00295219,48.63527907,model,normal,100 - 2.84,357.4841466,45.57,0,7.410246673,12.80683364,18.95100629,4.933744833,0,105.6900857,237.5413839,439.5853024,522.523142,500.9019952,338.6629702,0,9.661431822,15.27208471,20.28357858,4.933744833,0,84.6784063,179.439654,283.7073757,314.3944476,254.9203196,158.2853247,x,x,,HMDB0042054,Tripamide,M+H-H2O,C16H20ClN3O3S,32.1,0.172,-0.532630738,61.038096,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0042054
1.73_746.2827m/z,,746.2827214,1,1.730133333,0.5263,2,0.000140462,0.004518539,112.8975235,model,normal,100 - 37.4,5517.412423,52.49,226.44564,0,0,0,0,66.78022986,935.2501703,3287.044185,6788.517753,8906.479056,6067.233408,7119.949965,363.7212265,0,0,0,0,78.30072772,749.3180975,2483.045529,4381.294247,5358.896742,3087.751885,3327.743779,x,x,,HMDB0011668,6-(alpha-D-Glucosaminyl)-1D-myo-inositol,2M+ACN+Na,C12H23NO10,35.3,0,3.751870143,81.04914283,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0011668
5.13_733.0672m/z,,733.0672333,1,5.13395,0.549183333,2,0.000157966,0.004865394,3240.428007,normal,model,100 - 33.7 - 7.02 - 0.275,21158.35807,153,48773.75661,1392.498307,1858.785596,230.7439331,252.6051941,74441.75877,9.638613412,29.53835585,0,0,0,0,78341.321,1815.530312,2216.592476,246.9690857,252.6051941,87283.97457,7.722412348,22.31338501,0,0,0,0,x,x,,HMDB0134686,"2,3,4,7,8,9,15,22,23,28-decahydroxy-14-(hydroxymethyl)-13,25,32,35-tetraoxaoctacyclo[14.13.3.3¬π‚Å?¬≤‚Å?0‚Å?¬≥‚Å?0‚Å?¬π¬π.0¬π‚Å?¬≤‚Å?0¬π‚Å?¬≤‚Å?0¬≤‚Å?¬≥¬≥]pentatriaconta-1,3,5(30),6,8,10,19(24),20,22,28-decaene-12,27,31,34-tetrone",M+Na,C32H22O19,38.2,0,3.498374596,95.22117296,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0134686
1.07_956.1879m/z,,956.1878654,1,1.066533333,0.211666667,30,0.000170006,0.005127121,Infinity,normal,model,100 - 52.1 - 12.5 - 15.8,220.4548794,141.87,596.4016812,7.594245611,24.38660395,33.83617529,10.06542969,650.4451406,0,0,0,0,0,0,957.9515461,9.901328451,29.08090258,36.21542358,10.06542969,762.6557735,0,0,0,0,0,0,x,x,,HMDB0037649,"3,3'-Digalloylprodelphinidin B2",M+ACN+H,C44H34O22,37.8,0,-0.145371849,89.35950663,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0037649
0.70_824.0683m/z,,824.0683411,1,0.7004,0.131583333,1,0.000203722,0.00570997,7.014239399,model,normal,100 - 33.8 - 8.95,3200.734999,23.43,88.97079982,631.6706533,589.5067933,845.9684526,452.2379703,129.5630012,2835.200927,2952.170224,2607.288365,3442.170585,2751.274354,4616.30554,142.9065644,823.568124,702.9838865,905.4541651,452.2379703,151.914381,2271.549829,2230.080481,1682.738107,2071.103139,1400.185554,2157.582865,,x,,HMDB0015259,Econazole,2M+ACN+Na,C18H15Cl3N2O,28,0,3.393067706,43.78990263,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0015259
5.60_1181.8385m/z,,1181.838494,1,5.597316667,0.6636,3,0.000214057,0.00570997,1.523058779,model,normal,100 - 63.9 - 25.3,8535.491951,10.8,4644.315849,5382.818903,6016.566755,6267.752248,6596.82597,4716.786107,7269.547604,7725.615346,8621.320927,8645.327142,9157.492252,9793.648432,7459.787067,7018.084571,7174.725599,6708.479922,6596.82597,5530.495859,5824.327814,5835.958864,5564.181336,5201.765497,4660.454289,4577.385066,x,x,,HMDB0041464,Melilotoside A,2M+H,C35H58O7,34.4,0,-4.480641426,77.31029494,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0041464
1.88_556.0305m/z,,556.0305242,1,1.878866667,0.200216667,1,0.000280859,0.006754673,14.86226864,normal,model,100,103.4333236,79.46,221.2590348,59.30723562,43.80369625,44.18148138,55.83499193,196.2135018,0,0,0,41.75674366,0,0,355.3904041,77.32439131,52.23568749,47.28817749,55.83499193,230.0629994,0,0,0,25.12441517,0,0,x,x,,HMDB0033384,C.I. Direct Red 45,M+H,C24H17N3O7S3,32.7,0,0.69349495,64.16518326,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0033384
1.93_563.2677m/z,,563.2677323,1,1.93035,0.26315,3,0.000311591,0.007020795,11.79999445,model,normal,100 - 27.5,20507.8332,50.04,667.8113863,2177.638963,2229.791554,2200.726838,2559.368468,592.3794946,68933.16746,12235.20307,7023.073913,11723.26961,11923.96267,11208.3225,1072.651151,2839.191636,2659.015215,2355.474693,2559.368468,694.5730138,55228.93396,9242.518375,4532.67627,7053.717963,6068.373464,5238.579717,x,x,,HMDB0003577,VPGPR Enterostatin,M+K,C23H40N8O6,38.3,1.96,-4.781230389,94.88776497,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0003577
0.70_915.5147n,915.5146638,898.5113755,1,0.7004,0.532033333,1,0.000346762,0.007573802,3.132601193,model,normal,100 - 67.8 - 44.9 - 13.2,11526.004,17.97,1620.81585,4514.913415,4633.869843,4357.48094,5268.144466,1681.005334,14731.21601,10650.8746,12295.80842,9044.222084,9900.191554,12533.71131,2603.384764,5886.514992,5525.866485,4663.884634,5268.144466,1971.001616,11802.58192,8045.710695,7935.687383,5441.774685,5038.43071,5858.043952,x,x,,HMDB0034108,Tylosin,"M+H-H2O, M+K",C46H77NO17,35.7,8.26,-4.900225865,75.90037672,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0034108
0.77_749.6078m/z,,749.6077778,1,0.76905,0.085816667,20,0.0003562,0.007573802,Infinity,normal,model,100 - 45,26.77296441,99.83,0.942843251,64.46487365,54.77875089,23.38183145,5.169697541,11.89978967,0,0,0,0,0,0,1.514412481,84.04888652,65.32338496,25.02596475,5.169697541,13.95266523,0,0,0,0,0,0,x,x,,HMDB0056131,DG(24:0/0:0/20:5n3),M+Na,C47H82O5,39.7,16.7,3.208613162,85.64149187,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0056131
4.72_757.0888m/z,,757.088835,1,4.716333333,0.348966667,4,0.000455367,0.008714731,3.818090015,normal,model,100 - 55.5 - 13.9 - 1.81,9679.15304,43.16,13018.94108,14103.80428,5769.899803,8155.051954,4259.227632,12767.99349,2220.410484,1452.852885,2262.808557,4837.780453,2296.251959,2140.359013,20911.2669,18388.44907,6880.5765,8728.488321,4259.227632,14970.64601,1778.982579,1097.490529,1460.411605,2910.820959,1168.614398,1000.367478,x,x,,HMDB0030237,Syzyginin B,M+H,C33H24O21,37.2,0,0.728476825,86.77331071,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0030237
0.44_1134.2783m/z,,1134.278282,1,0.43725,0.148733333,2,0.000598942,0.010573584,Infinity,normal,model,78.5 - 100 - 65.9 - 60.8 - 27.8,1025.085554,68.89,1516.2362,0,1453.962129,1813.598415,398.4312139,968.2853643,0,0,0,0,0,0,2435.406971,0,1733.842527,1941.124677,398.4312139,1135.327758,0,0,0,0,0,0,x,x,,HMDB0035461,YGM 3,M+Na,C52H55O27+,29.4,4.19,-3.608399122,46.83755583,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0035461
1.86_1049.2063m/z,,1049.206265,1,1.8617,0.31465,1,0.000625908,0.010880522,15.10381555,normal,model,100 - 59.1,960.2360249,31.24,2799.430162,618.3869297,347.7270799,314.8707798,147.8546063,1533.146591,83.68975821,53.53379198,45.09846717,78.12097432,39.35587324,81.65548537,4496.497137,806.2488908,414.6627942,337.011455,147.8546063,1797.635229,67.051846,40.43962763,29.10645032,47.00423502,20.02909128,38.16438806,x,x,,HMDB0134991,"6-{[2-(3,4-dihydroxyphenyl)-6,8-bis[2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-3,5-dihydroxy-3,4-dihydro-2H-1-benzopyran-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",M+K,C51H46O22,35.7,0,-4.915585913,84.12770439,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0134991
2.61_371.3271m/z,,371.3270827,1,2.6111,0.348966667,2,0.00063999,0.010899473,7.658160523,normal,model,100 - 30.3,705.7110743,47.26,1133.967108,744.4828274,754.2973019,928.8002337,184.1322904,488.5866849,64.44691596,216.5288153,55.43663477,40.94694546,18.61209311,156.9376697,1821.399198,970.6519091,899.4957393,994.110404,184.1322904,572.8745329,51.63457007,163.5666807,35.77868068,24.63717157,9.472113846,73.3500034,x,x,,HMDB0006752,Dihydroceramide,M+ACN+H,C19H39NO3,38,0,0.798720909,91.10393192,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0006752
0.32_1008.3046m/z,,1008.304553,1,0.322833333,0.366133333,1,0.000687728,0.011576296,2463.463705,normal,model,100 - 86.8 - 82.3 - 44.3 - 21,13996.17481,157.49,1502.634326,4701.309175,3416.01854,13.99922403,74018.5931,324.4945192,0.316086534,0.010298698,22.73203769,0.017083001,2.633712798,8.379795349,2413.559386,6129.536582,4073.58493,14.98360331,74018.5931,380.4742369,0.253247065,0.007779675,14.67120652,0.010278589,1.340355827,3.91657413,x,x,,HMDB0039742,4-O-Methyl-a-D-glucosyl-(1->2)-b-D-xylosyl-(1->4)-D-xylose,2M+ACN+Na,C17H28O15,26.7,0,3.328501631,37.36782966,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0039742
7.00_735.0866m/z,,735.0865529,1,7.004616667,0.560616667,1,0.000751978,0.011599667,55.98152682,normal,model,100 - 48 - 9.88,12470.65862,64.57,23223.18748,4029.773099,3844.659622,1933.831424,1258.062426,40534.4377,132.7832683,414.6686143,329.2495538,263.9240836,182.6477381,13.309647,37301.51851,5253.992178,4584.737266,2069.812074,1258.062426,47527.17947,106.3853386,313.2422295,212.4969291,158.7992183,92.95355225,6.220703125,x,x,,HMDB0014971,Cefaclor,2M+H,C15H14ClN3O4S,32.9,0,0.772616301,65.28431562,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0014971
0.84_1104.8011m/z,,1104.801068,1,0.8377,0.080066667,1,0.000805118,0.01207914,120.9809805,normal,model,100 - 92,96.14320228,125.82,260.5737898,36.3635344,12.26860402,22.74737786,2.567596187,242.3383114,0,0,0,4.768181008,0,0,418.5384996,47.41054163,14.63024859,24.34689847,2.567596187,284.1449659,0,0,0,2.868944002,0,0,x,x,,HMDB0041203,Ginsenoyne A linoleate,2M+ACN+Na,C35H52O3,33.3,0,1.928559796,68.92455694,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0041203
0.70_718.3089m/z,,718.3088731,1,0.7004,0.080083333,8,0.000817731,0.01207914,7.669369446,normal,model,100 - 4.56,58.38383072,71.79,103.6437937,29.40310068,28.72693881,23.15966692,46.67614282,118.6933414,45.6755913,0,0,0,0,0,166.4746018,38.33557304,34.25673007,24.78817835,46.67614282,139.169557,36.59507184,0,0,0,0,0,x,x,,HMDB0041812,6-Acetylmorphine,2M+ACN+Na,C19H21NO4,36.5,0.517,-1.5481807,83.91138154,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0041812
0.90_196.2196n,196.2195914,235.1683529,1,0.900616667,0.228833333,3,0.001065083,0.013679946,1.776777038,model,normal,100 - 23,2067.093198,18.58,957.7711777,1449.002283,1194.818216,1369.381322,1094.29302,915.1028856,2615.939104,2739.404248,1889.018822,1447.481457,1833.935557,1876.78,1538.389997,1889.199831,1424.814714,1465.671702,1094.29302,1072.970579,2095.878273,2069.356263,1219.168543,870.928188,933.3311565,877.1751208,x,,,HMDB0061834,1-Tetradecene,"M+H, M+K",C14H28,38.1,0.258,2.499594116,93.03431659,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0061834
5.51_1140.3222n,1140.322238,1182.137575,1,5.5115,0.314633333,1,0.001067853,0.013679946,1.374741233,normal,model,100 - 80.4,741.1044716,8.4,900.0928178,651.7881865,725.2240415,646.5742935,664.542518,858.4049723,571.0077924,604.7804875,543.0510396,480.5113176,534.1774668,500.9910354,1445.745935,849.797234,864.8260224,692.0392661,664.542518,1006.491504,457.4887941,456.8534529,350.4839322,289.1165541,271.8549574,234.1547075,x,x,,HMDB0032789,Kaempferol 3-(2'''-sinapoylsophoroside) 7-cellobioside,"M+Na, M+ACN+H",C50H60O30,33.8,0,4.645481961,74.27991285,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0032789
0.55_1149.2591m/z,,1149.259074,1,0.551666667,0.635,1,0.001100263,0.013971508,35.73752699,normal,model,100 - 98,3414.462811,65.39,1536.137462,2119.714963,4777.60556,6953.783111,3935.09656,1164.439213,439.522707,63.30519661,70.4287986,0,0,0,2467.37275,2763.670699,5697.270605,7442.750214,3935.09656,1365.320813,352.1435537,47.82098341,45.45458984,0,0,0,x,x,,HMDB0029235,Mulberrofuran P,2M+H,C34H22O9,33,0,-0.841895221,65.92704609,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0029235
1.80_921.1274m/z,,921.1273674,1,1.798783333,0.411883333,4,0.001143398,0.014268914,3.42074996,normal,model,100 - 30.2 - 10 - 6.14 - 1.13,8721.213827,23.82,12394.02389,7664.875787,7496.134311,7392.974866,7330.020451,10049.25366,697.8396377,1148.201488,2276.775833,6301.157943,2692.924579,2180.121226,19907.51321,9993.415618,8939.102469,7912.824484,7330.020451,11782.88659,559.1058801,867.3557189,1469.426055,3791.313555,1370.490038,1018.951661,x,x,,HMDB0039299,"3,3'-Di-O-galloylprocyanidin B5",M+K,C44H34O20,36.8,0,-0.152127913,84.23882548,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0039299
0.09_348.9514m/z,,348.9514115,1,0.088283333,0.06865,1,0.001437159,0.016755504,1.603110755,normal,model,100 - 0.291,93.15139302,13.54,112.5292468,82.71064203,82.62189923,83.75806854,70.32232571,126.9661758,71.72776999,62.27431503,53.34707583,50.64797334,57.83991202,52.80284437,180.746583,107.8376017,98.52619934,89.64765978,70.32232571,148.8695679,57.46795654,47.04225159,34.43008399,30.47413659,29.43603539,24.67915332,x,x,,HMDB0060455,"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",2M+H,C6H3ClO4,34,0,0.467126902,70.54539451,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0060455
1.78_635.1141m/z,,635.1140641,1,1.781616667,0.280316667,2,0.001488555,0.016755504,3.197466619,normal,model,100 - 17.1 - 4 - 0.309,3734.951337,16.15,4578.368354,3831.67951,3921.942017,2757.141404,3440.669859,3879.906875,317.5781331,484.0902655,1111.75426,2732.973249,1252.032901,1110.153514,7353.860966,4995.719034,4676.896133,2951.014498,3440.669859,4549.243578,254.4421269,365.6836057,717.5237246,1644.389589,637.187774,518.8669119,x,x,,HMDB0039936,Cyanidin 3-(6''-dioxalylglucoside),M+ACN+H,C25H21O17+,36.8,0,3.986572905,88.85147365,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0039936
5.60_1181.3363m/z,,1181.336324,1,5.597316667,0.812333333,1,0.001508944,0.016755504,1.489748828,model,normal,59.3 - 100 - 35.2 - 34.6 - 33 - 12.8 - 3.09 - 2.44 - 0.233,15444.716,7.98,7882.629456,10841.55982,11637.87137,12000.65604,12335.87067,7505.38574,13593.44657,14516.23834,15853.29317,15388.0801,16346.0969,16971.14093,12661.22701,14135.15578,13878.10309,12844.50261,12335.87067,8800.166854,10891.00633,10965.62099,10231.68012,9258.78024,8318.897285,7932.02325,x,x,,HMDB0037420,Maysin 3'-methyl ether,2M+H,C28H30O14,25.8,0,1.640297323,31.00648955,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0037420
0.67_561.0075m/z,,561.0074738,1,0.6718,0.097266667,1,0.001985489,0.019130236,3.070605577,model,normal,100 - 21.4 - 16,448.0109015,26.36,70.92051655,89.02461937,302.7314374,75.7767038,278.7223059,58.2430736,478.5203002,347.3007422,469.1121642,509.557732,606.6352745,276.9391957,113.9138614,116.0697246,361.0057168,81.10507178,278.7223059,68.2907959,383.3882445,262.3522858,302.7639465,306.5933522,308.7303696,129.4366801,x,x,,HMDB0128193,"{5-[5,7-dihydroxy-3-(3,4,5-trihydroxybenzoyloxy)-3,4-dihydro-2H-1-benzopyran-2-yl]-2-hydroxyphenyl}oxidanesulfonic acid",M+K,C22H18O13S,37.2,0,-4.780960229,91.61308626,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0128193
0.39_1157.3454m/z,,1157.345355,1,0.385766667,0.383283333,1,0.002145242,0.019130236,40.22357657,normal,model,88.2 - 100 - 9.8,1138.954003,88.51,493.1116452,8.285149146,1385.068375,2754.502696,1692.653015,500.1031348,158.4488544,11.44464085,0,0,0,0,792.0451566,10.80212402,1651.687072,2948.190245,1692.653015,586.377727,126.948487,8.645324707,0,0,0,0,x,x,,HMDB0012632,20-CoA-20-oxo-leukotriene B4,M+ACN+H,C41H64N7O21P3S,32.3,0,2.372766915,64.34775356,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0012632
14.90_1008.3015m/z,,1008.301463,1,14.90496667,0.543466667,1,0.002168143,0.019130236,Infinity,normal,model,100 - 89.9 - 30.6,9914.971521,221.59,250.971104,2706.058338,0,54706.81988,1753.823844,72.15596511,0,0,0,0,0,0,403.1144858,3528.141409,0,58553.62309,1753.823844,84.60385041,0,0,0,0,0,0,x,x,,HMDB0039742,4-O-Methyl-a-D-glucosyl-(1->2)-b-D-xylosyl-(1->4)-D-xylose,2M+ACN+Na,C17H28O15,31.2,0,0.056293187,56.08554224,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0039742
12.16_686.5756m/z,,686.5755849,1,12.16471667,0.366133333,1,0.002433371,0.019947459,1.419031248,normal,model,100 - 40.6,2029.182991,8.96,2358.036325,1956.058575,1603.261539,1720.447654,2618.757748,1918.536104,1604.974003,1297.680645,1379.936296,1564.435567,1417.561345,1315.278135,3787.522093,2550.296556,1911.881323,1841.423861,2618.757748,2249.509674,1285.897725,980.2728359,890.6078138,941.2977463,721.4289314,614.7386783,,,,HMDB0010169,SM(d18:1/16:0),M+H-H2O,C39H80N2O6P+,36.8,0.0826,4.936532679,89.5915901,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0010169
5.53_783.6530m/z,,783.6530116,1,5.528666667,0.034316667,4,0.003011458,0.021581261,2.001086391,model,normal,100 - 6.39,3214.907848,19.02,2469.600671,1112.216641,1191.007457,829.0320575,1895.679321,2141.95127,2570.940236,2427.278333,3087.545222,3658.042607,3764.234948,3781.405741,3966.718833,1450.100883,1420.270403,887.3268585,1895.679321,2511.466995,2059.82539,1833.575174,1992.694813,2200.990143,1915.704041,1767.364868,x,x,,HMDB0036291,Campesterol 6'-hexadecanoylglucoside,M+H-H2O,C50H88O7,31.2,0.107,4.115005166,60.49671597,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0036291
6.28_784.6694m/z,,784.6693765,1,6.278083333,0.06865,2,0.003048873,0.02172411,3.151484184,model,normal,100 - 68.4,9529.079124,31.27,1106.58153,2877.848593,5136.772232,3794.640882,4404.091263,822.1444063,6564.740082,7040.317296,13273.03705,7299.928605,12654.27401,10342.1777,1777.411971,3752.120436,6125.575055,4061.467519,4404.091263,963.9754976,5259.639297,5318.282142,8566.38857,4392.259093,6440.045372,4833.758335,x,x,,HMDB0010711,Galactosylceramide (d18:1/22:0),M+H,C46H89NO8,35.3,0,4.18712997,81.23263496,,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB0010711
